,year,week,statefips,new_case_rate,case_rate,new_death_rate,death_rate,new_test_rate,test_rate,new_vaccine_rate,vaccine_rate,fullvaccine_rate,booster_first_rate,hospitalized_rate
1316,2020,28,33,1.7028571428571428,444.7142857142857,0.07955714285714287,28.72857142857143,188.42857142857142,13294.857142857143,,,,,4.255714285714285
1317,2020,28,34,3.325714285714286,1995.142857142857,0.4027142857142857,175.0,242.85714285714286,18870.714285714286,,,,,10.332857142857142
1318,2020,28,35,12.6,717.5714285714286,0.20242857142857143,26.0,317.0,19907.428571428572,,,,,17.614285714285717
1319,2020,28,36,3.677142857142857,2089.285714285714,0.11234285714285715,164.71428571428572,328.7142857142857,23986.14285714286,,,,,7.715714285714286
1320,2020,28,37,18.471428571428568,818.0,0.1757142857142857,14.657142857142857,211.42857142857142,10650.285714285714,,,,,14.371428571428572
1321,2020,28,38,11.202857142857143,569.0,0.0589,11.928571428571429,519.8571428571429,29145.714285714286,,,,,5.51
1322,2020,28,39,11.142857142857142,560.4285714285714,0.12925714285714285,26.085714285714285,193.0,9189.0,,,,,13.685714285714285
1323,2020,28,40,17.22857142857143,517.0,0.0954,10.700000000000001,196.71428571428572,10700.57142857143,,,,,19.3
1324,2020,28,41,7.491428571428572,289.0,0.07210000000000001,5.672857142857143,193.42857142857142,10773.714285714286,,,,,4.684285714285714
1325,2020,28,42,6.085714285714286,780.4285714285714,0.15785714285714286,54.285714285714285,156.85714285714286,8947.857142857143,,,,,7.058571428571428
1326,2020,28,44,6.005714285714285,1644.142857142857,0.2198571428571429,92.45714285714287,316.14285714285717,27553.714285714286,,,,,7.398571428571429
1327,2020,28,45,35.62857142857143,1098.0,0.4212857142857143,18.7,198.71428571428572,9640.57142857143,,,,,29.085714285714282
1328,2020,28,46,6.524285714285715,846.4285714285714,0.18,12.185714285714285,168.57142857142858,12142.57142857143,,,,,7.158571428571428
1329,2020,28,47,26.914285714285715,906.2857142857143,0.19614285714285715,10.742857142857144,311.0,15099.42857142857,,,,,20.3
1330,2020,28,48,33.542857142857144,922.5714285714286,0.3298571428571429,11.35714285714286,256.2857142857143,11337.57142857143,,,,,36.800000000000004
1331,2020,28,49,19.62857142857143,921.4285714285714,0.135,6.742857142857142,249.57142857142858,15540.42857142857,,,,,8.598571428571429
1332,2020,28,50,1.2257142857142858,207.28571428571428,0.0,8.97,210.28571428571428,14678.0,,,,,1.5885714285714287
1333,2020,28,51,10.007142857142854,829.1428571428571,0.14315714285714284,22.957142857142856,167.0,9507.0,,,,,12.771428571428572
1334,2020,28,53,10.414285714285715,560.1428571428571,0.14871428571428574,18.928571428571427,181.42857142857142,10929.285714285714,,,,,5.707142857142856
1335,2020,28,54,6.764285714285714,234.57142857142858,0.023910000000000004,5.384285714285714,170.57142857142858,11362.714285714286,,,,,10.402857142857144
1336,2020,28,55,13.957142857142856,685.7142857142857,0.04871428571428572,14.228571428571428,298.0,15148.714285714286,,,,,7.531428571428571
1337,2020,28,56,6.14,323.85714285714283,0.04587142857142857,3.7199999999999998,181.57142857142858,10634.42857142857,,,,,2.992857142857143
1338,2020,29,1,38.1,1362.142857142857,0.4725714285714286,26.35714285714286,309.42857142857144,17576.428571428572,,,,,38.114285714285714
1339,2020,29,2,12.202857142857143,314.85714285714283,0.030699999999999998,2.177142857142857,595.0,23648.285714285714,,,,,4.018571428571429
1340,2020,29,4,38.471428571428575,1965.2857142857142,1.082857142857143,37.9,241.71428571428572,15666.0,,,,,45.08571428571429
1341,2020,29,5,24.21428571428572,1102.0,0.19742857142857143,11.957142857142857,223.28571428571428,13977.142857142857,,,,,47.9
1342,2020,29,6,24.028571428571432,994.2857142857143,0.24899999999999997,19.6,315.0,15919.142857142857,,,,,22.842857142857145
1343,2020,29,8,8.79,699.5714285714286,0.08217142857142858,30.52857142857143,173.85714285714286,9636.714285714286,,,,,7.305714285714286
1344,2020,29,9,2.6057142857142854,1346.0,0.11318571428571429,123.28571428571429,316.2857142857143,20069.85714285714,,,,,5.299999999999999
1345,2020,29,10,11.314285714285715,1388.0,0.30600000000000005,54.07142857142856,377.7142857142857,21753.571428571428,,,,,16.557142857142857
1346,2020,29,11,9.782857142857141,1598.4285714285713,0.16195714285714286,81.81428571428572,449.2857142857143,21103.14285714286,,,,,23.52857142857142
1347,2020,29,12,51.357142857142854,1621.4285714285713,0.5441428571428573,23.3,455.0,22526.285714285714,,,,,55.24285714285714
1348,2020,29,13,29.771428571428572,1229.4285714285713,0.30428571428571427,29.54285714285714,236.85714285714286,11918.714285714286,,,,,39.34285714285715
1349,2020,29,15,1.8128571428571427,96.04285714285713,0.028857142857142856,1.6085714285714283,148.85714285714286,8799.42857142857,,,,,3.5599999999999996
1350,2020,29,16,29.914285714285715,831.0,0.19999999999999998,6.9,162.28571428571428,8092.571428571428,,,,,12.12857142857143
1351,2020,29,17,9.845714285714285,1289.7142857142858,0.118,59.14285714285713,298.42857142857144,17676.285714285714,,,,,13.914285714285713
1352,2020,29,18,11.728571428571428,859.5714285714286,0.1562857142857143,41.97142857142857,201.57142857142858,12288.0,,,,,13.857142857142856
1353,2020,29,19,16.2,1229.5714285714287,0.18528571428571428,25.185714285714283,184.71428571428572,13063.714285714286,,,,,4.321428571428571
1354,2020,29,20,15.828571428571431,783.0,0.0840857142857143,10.828571428571426,145.85714285714286,8720.714285714286,,,,,12.685714285714285
1355,2020,29,21,13.257142857142858,525.2857142857143,0.10502857142857143,15.4,172.0,11019.142857142857,,,,,13.157142857142858
1356,2020,29,22,45.614285714285714,1988.4285714285713,0.5535714285714286,76.57142857142858,458.42857142857144,23241.714285714286,,,,,30.0
1357,2020,29,23,1.5299999999999998,273.2857142857143,0.03492857142857143,8.668571428571429,172.71428571428572,10144.285714285714,,,,,2.7028571428571433
1358,2020,29,24,12.471428571428572,1299.2857142857142,0.14771428571428571,55.857142857142854,341.57142857142856,15429.714285714286,,,,,14.314285714285713
1359,2020,29,25,4.137142857142857,1646.4285714285713,0.21028571428571433,122.28571428571429,233.0,20073.571428571428,,,,,7.582857142857143
1360,2020,29,26,6.835714285714286,820.1428571428571,0.07010000000000001,63.78571428571428,270.2857142857143,15012.42857142857,,,,,7.951428571428572
1361,2020,29,27,11.02,820.8571428571429,0.09371428571428572,28.0,254.0,15071.0,,,,,8.801428571428572
1362,2020,29,28,38.65714285714285,1449.857142857143,0.5875714285714286,45.68571428571429,209.42857142857142,12838.42857142857,,,,,38.385714285714286
1363,2020,29,29,16.085714285714285,577.8571428571429,0.1264714285714286,19.0,243.28571428571428,11554.57142857143,,,,,16.071428571428573
1364,2020,29,30,9.698571428571428,238.85714285714286,0.10497142857142858,3.585714285714286,256.85714285714283,12642.857142857143,,,,,7.191428571428572
1365,2020,29,31,11.742857142857144,1177.7142857142858,0.09691428571428572,16.0,221.71428571428572,15192.857142857143,,,,,10.184285714285712
1366,2020,29,32,36.771428571428565,1153.7142857142858,0.34057142857142864,21.357142857142858,327.0,17520.714285714286,,,,,37.771428571428565
1367,2020,29,33,1.9499999999999997,457.14285714285717,0.0976,29.285714285714285,207.57142857142858,14703.57142857143,,,,,4.252857142857143
1368,2020,29,34,2.4628571428571426,2014.2857142857142,0.18071428571428574,176.71428571428572,167.71428571428572,20237.714285714286,,,,,11.457142857142857
1369,2020,29,35,13.571428571428571,810.1428571428571,0.2287142857142857,27.41428571428571,355.2857142857143,22304.571428571428,,,,,24.328571428571426
1370,2020,29,36,3.6514285714285717,2115.285714285714,0.09667142857142856,165.42857142857142,327.14285714285717,26289.14285714286,,,,,8.430000000000001
1371,2020,29,37,18.400000000000002,948.8571428571429,0.18,15.928571428571429,228.28571428571428,12220.285714285714,,,,,16.54285714285714
1372,2020,29,38,14.342857142857143,659.4285714285714,0.13652857142857142,12.6,567.2857142857143,32907.142857142855,,,,,5.612857142857142
1373,2020,29,39,11.471428571428572,640.2857142857143,0.18414285714285714,27.11428571428571,204.85714285714286,10610.142857142857,,,,,16.328571428571426
1374,2020,29,40,17.185714285714283,639.4285714285714,0.1315714285714286,11.471428571428572,222.0,12123.142857142857,,,,,18.6
1375,2020,29,41,7.9142857142857155,344.57142857142856,0.08711428571428571,6.232857142857142,221.71428571428572,12223.0,,,,,6.0928571428571425
1376,2020,29,42,6.731428571428571,825.4285714285714,0.12528571428571428,55.25714285714286,171.42857142857142,10106.0,,,,,9.381428571428572
1377,2020,29,44,5.811428571428572,1686.5714285714287,0.15985714285714286,93.6857142857143,336.0,29828.0,,,,,19.128571428571426
1378,2020,29,45,35.58571428571428,1351.857142857143,0.7071428571428571,22.62857142857143,222.57142857142858,11167.142857142857,,,,,31.014285714285712
1379,2020,29,46,6.922857142857143,893.0,0.12209999999999999,13.185714285714285,178.28571428571428,13366.857142857143,,,,,8.531428571428572
1380,2020,29,47,30.5,1114.2857142857142,0.23514285714285718,12.242857142857144,351.0,17490.285714285714,,,,,21.64285714285714
1381,2020,29,48,33.4,1164.0,0.452,14.157142857142857,209.14285714285714,12967.714285714286,,,,,40.300000000000004
1382,2020,29,49,19.414285714285715,1057.4285714285713,0.1464285714285714,7.711428571428571,248.85714285714286,17326.571428571428,,,,,8.469999999999999
1383,2020,29,50,1.2542857142857142,216.0,0.0,8.97,260.0,16348.857142857143,,,,,2.115714285714286
1384,2020,29,51,11.542857142857143,906.8571428571429,0.0967857142857143,23.74285714285714,167.0,10659.42857142857,,,,,18.04285714285714
1385,2020,29,53,11.72857142857143,641.2857142857143,0.13414285714285715,19.914285714285715,182.42857142857142,12221.285714285714,,,,,6.43
1386,2020,29,54,6.864285714285714,281.0,0.02847142857142857,5.594285714285713,215.57142857142858,12710.42857142857,,,,,11.857142857142858
1387,2020,29,55,15.614285714285714,790.7142857142857,0.09322857142857142,14.700000000000001,342.14285714285717,17442.428571428572,,,,,9.752857142857142
1388,2020,29,56,7.5200000000000005,372.14285714285717,0.05292857142857143,4.154285714285714,188.71428571428572,11966.42857142857,,,,,4.158571428571428
1389,2020,30,1,34.542857142857144,1615.5714285714287,0.5015714285714286,29.914285714285715,311.85714285714283,19756.285714285714,,,,,41.75714285714286
1390,2020,30,2,16.814285714285713,419.2857142857143,0.06695714285714285,2.5300000000000002,672.8571428571429,28228.285714285714,,,,,6.3671428571428565
1391,2020,30,4,34.91428571428571,2217.285714285714,1.0194285714285716,45.271428571428565,208.42857142857142,17196.14285714286,,,,,36.6
1392,2020,30,5,25.771428571428572,1280.2857142857142,0.25085714285714283,13.514285714285714,248.85714285714286,15688.857142857143,,,,,53.271428571428565
1393,2020,30,6,22.7,1161.7142857142858,0.3022857142857143,21.514285714285712,314.42857142857144,18128.428571428572,,,,,21.971428571428568
1394,2020,30,8,9.915714285714285,767.5714285714286,0.1139,31.257142857142856,201.42857142857142,10984.57142857143,,,,,8.215714285714286
1395,2020,30,9,4.3585714285714285,1371.4285714285713,0.07095714285714286,124.0,328.57142857142856,22326.285714285714,,,,,4.572857142857144
1396,2020,30,10,10.785714285714283,1467.0,0.5995714285714285,58.44285714285714,302.57142857142856,24122.85714285714,,,,,17.057142857142853
1397,2020,30,11,10.055714285714284,1670.142857142857,0.0694,82.44285714285715,457.42857142857144,24310.285714285714,,,,,33.57142857142857
1398,2020,30,12,47.07142857142857,1965.142857142857,0.6777142857142858,27.5,432.0,25672.85714285714,,,,,52.75714285714286
1399,2020,30,13,31.771428571428572,1447.0,0.4182857142857143,32.285714285714285,268.14285714285717,13696.142857142857,,,,,40.74285714285714
1400,2020,30,15,4.355714285714286,117.42857142857143,0.0101,1.757142857142857,145.42857142857142,9822.142857142857,,,,,4.215714285714286
1401,2020,30,16,27.24285714285714,1026.857142857143,0.31657142857142856,8.752857142857144,152.57142857142858,9195.42857142857,,,,,12.985714285714284
1402,2020,30,17,11.328571428571431,1365.4285714285713,0.13142857142857142,60.028571428571425,297.85714285714283,19759.428571428572,,,,,13.299999999999999
1403,2020,30,18,12.328571428571427,945.5714285714286,0.16128571428571428,43.114285714285714,204.0,13714.0,,,,,12.285714285714286
1404,2020,30,19,15.342857142857143,1339.4285714285713,0.18357142857142858,26.428571428571427,155.57142857142858,14250.714285714286,,,,,8.311428571428571
1405,2020,30,20,13.942857142857145,887.7142857142857,0.12344285714285715,11.557142857142855,87.5142857142857,9533.42857142857,,,,,13.757142857142856
1406,2020,30,21,13.62857142857143,620.8571428571429,0.12147142857142858,16.17142857142857,165.14285714285714,12180.0,,,,,15.5
1407,2020,30,22,42.45714285714286,2304.8571428571427,0.684,81.07142857142857,458.42857142857144,26532.428571428572,,,,,5.527142857142857
1408,2020,30,23,1.455714285714286,283.2857142857143,0.034928571428571434,8.887142857142857,177.57142857142858,11406.714285714286,,,,,4.038571428571428
1409,2020,30,24,14.557142857142859,1395.0,0.162,56.92857142857143,390.2857142857143,18016.0,,,,,17.985714285714284
1410,2020,30,25,4.9157142857142855,1678.142857142857,0.22242857142857142,123.57142857142857,257.42857142857144,21767.85714285714,,,,,6.211428571428572
1411,2020,30,26,7.4142857142857155,868.2857142857143,0.06070000000000001,64.18571428571428,316.14285714285717,17001.714285714286,,,,,7.18
1412,2020,30,27,12.4,904.2857142857143,0.08504285714285713,28.614285714285717,260.2857142857143,16891.714285714286,,,,,7.472857142857142
1413,2020,30,28,43.62857142857143,1750.0,0.7984285714285715,50.471428571428575,198.42857142857142,14249.857142857143,,,,,47.728571428571435
1414,2020,30,29,21.485714285714284,712.8571428571429,0.18714285714285714,20.157142857142855,248.85714285714286,13252.0,,,,,14.757142857142856
1415,2020,30,30,11.0,311.42857142857144,0.1562857142857143,4.482857142857143,276.42857142857144,14497.857142857143,,,,,7.990000000000001
1416,2020,30,31,14.671428571428569,1273.857142857143,0.10550000000000001,16.714285714285715,230.28571428571428,16796.85714285714,,,,,10.135714285714284
1417,2020,30,32,33.15714285714286,1394.4285714285713,0.4214285714285714,24.114285714285717,265.57142857142856,19572.14285714286,,,,,40.92857142857143
1418,2020,30,33,2.271428571428572,472.57142857142856,0.09768571428571428,30.0,209.57142857142858,16184.57142857143,,,,,5.147142857142858
1419,2020,30,34,4.784285714285715,2040.857142857143,0.12311428571428572,177.71428571428572,305.7142857142857,21920.428571428572,,,,,11.62857142857143
1420,2020,30,35,14.914285714285715,911.5714285714286,0.27928571428571425,29.257142857142856,365.42857142857144,24832.0,,,,,20.428571428571427
1421,2020,30,36,3.478571428571429,2140.5714285714284,0.07838571428571428,166.0,332.7142857142857,28607.571428571428,,,,,8.804285714285713
1422,2020,30,37,17.871428571428574,1075.142857142857,0.22,17.32857142857143,222.28571428571428,13795.714285714286,,,,,14.47142857142857
1423,2020,30,38,16.15714285714286,769.7142857142857,0.10414285714285712,13.528571428571428,549.0,36848.42857142857,,,,,8.255714285714285
1424,2020,30,39,11.22857142857143,719.7142857142857,0.21542857142857144,28.514285714285712,203.85714285714286,12033.714285714286,,,,,15.542857142857143
1425,2020,30,40,26.057142857142857,792.8571428571429,0.18242857142857144,12.614285714285714,335.57142857142856,14201.142857142857,,,,,18.014285714285712
1426,2020,30,41,7.734285714285714,398.2857142857143,0.1209857142857143,6.948571428571429,226.57142857142858,13861.285714285714,,,,,6.107142857142857
1427,2020,30,42,7.2957142857142845,875.1428571428571,0.1112857142857143,56.05714285714286,181.42857142857142,11352.857142857143,,,,,11.342857142857143
1428,2020,30,44,9.48142857142857,1738.857142857143,0.10781428571428572,94.67142857142856,392.7142857142857,32412.571428571428,,,,,7.589999999999999
1429,2020,30,45,30.014285714285716,1577.857142857143,0.910857142857143,28.714285714285715,195.85714285714286,12604.857142857143,,,,,31.185714285714283
1430,2020,30,46,8.525714285714285,947.1428571428571,0.12215714285714285,13.957142857142857,191.28571428571428,14684.857142857143,,,,,7.41857142857143
1431,2020,30,47,33.58571428571428,1337.7142857142858,0.24971428571428572,14.0,405.57142857142856,20139.85714285714,,,,,22.45714285714286
1432,2020,30,48,28.08571428571429,1372.0,1.0444285714285715,19.428571428571427,167.85714285714286,14249.285714285714,,,,,32.871428571428574
1433,2020,30,49,15.971428571428572,1181.5714285714287,0.15157142857142855,8.794285714285715,214.42857142857142,18931.14285714286,,,,,8.39
1434,2020,30,50,0.8334285714285714,223.57142857142858,0.009814285714285715,8.991428571428573,211.57142857142858,17999.428571428572,,,,,1.957142857142857
1435,2020,30,51,12.528571428571427,992.1428571428571,0.1332142857142857,24.457142857142856,199.42857142857142,11974.142857142857,,,,,18.142857142857146
1436,2020,30,53,10.757142857142856,718.8571428571429,0.16942857142857143,20.985714285714288,175.0,13465.0,,,,,6.958571428571429
1437,2020,30,54,7.291428571428571,331.42857142857144,0.0764,5.930000000000001,226.28571428571428,14280.142857142857,,,,,11.914285714285715
1438,2020,30,55,15.657142857142858,901.8571428571429,0.12071428571428573,15.5,321.57142857142856,19776.14285714286,,,,,10.285714285714286
1439,2020,30,56,8.305714285714284,429.42857142857144,0.0247,4.367142857142857,170.14285714285714,13207.0,,,,,5.137142857142857
1440,2020,31,1,32.51428571428571,1850.0,0.45128571428571435,33.114285714285714,291.42857142857144,21856.714285714286,,,,,41.971428571428575
1441,2020,31,2,14.171428571428573,532.8571428571429,0.05581428571428572,3.007142857142857,708.5714285714286,33109.57142857143,,,,,6.204285714285715
1442,2020,31,4,26.214285714285715,2434.4285714285716,0.8311428571428571,51.714285714285715,199.14285714285714,18620.85714285714,,,,,30.042857142857144
1443,2020,31,5,25.228571428571424,1456.7142857142858,0.32728571428571435,15.571428571428571,192.14285714285714,17181.571428571428,,,,,55.42857142857143
1444,2020,31,6,18.085714285714285,1301.857142857143,0.35028571428571426,23.871428571428574,310.2857142857143,20325.714285714286,,,,,20.142857142857142
1445,2020,31,8,8.049999999999999,829.0,0.08694285714285713,32.028571428571425,206.14285714285714,12399.714285714286,,,,,7.831428571428572
1446,2020,31,9,3.1028571428571428,1399.4285714285713,0.050371428571428574,124.0,320.42857142857144,24611.0,,,,,4.731428571428572
1447,2020,31,10,9.688571428571427,1537.0,0.08177142857142858,60.07142857142857,318.7142857142857,26288.85714285714,,,,,13.01
1448,2020,31,11,9.305714285714286,1737.2857142857142,0.08091428571428572,83.00000000000001,455.85714285714283,27594.285714285714,,,,,23.77142857142857
1449,2020,31,12,35.371428571428574,2252.0,0.795,32.98571428571428,352.0,28360.0,,,,,46.84285714285714
1450,2020,31,13,30.585714285714285,1666.857142857143,0.4595714285714286,35.35714285714287,251.71428571428572,15537.857142857143,,,,,39.885714285714286
1451,2020,31,15,8.797142857142857,164.42857142857142,0.021614285714285714,1.8171428571428572,172.14285714285714,10919.714285714286,,,,,6.747142857142857
1452,2020,31,16,25.114285714285717,1208.142857142857,0.34514285714285714,11.214285714285714,148.0,10218.285714285714,,,,,12.6
1453,2020,31,17,12.842857142857143,1450.2857142857142,0.135,60.957142857142856,316.2857142857143,21899.571428571428,,,,,13.0
1454,2020,31,18,12.457142857142857,1031.142857142857,0.1464285714285714,44.214285714285715,215.71428571428572,15167.57142857143,,,,,13.785714285714283
1455,2020,31,19,14.571428571428571,1444.2857142857142,0.216,27.88571428571429,151.85714285714286,15308.0,,,,,9.645714285714286
1456,2020,31,20,13.814285714285715,982.7142857142857,0.11345714285714285,12.414285714285713,109.32857142857142,10176.57142857143,,,,,14.142857142857142
1457,2020,31,21,13.742857142857142,716.8571428571429,0.10584285714285713,17.0,167.42857142857142,13359.0,,,,,16.97142857142857
1458,2020,31,22,38.371428571428574,2577.0,0.7335714285714287,86.07142857142857,492.14285714285717,29786.428571428572,,,,,1.0337142857142856
1459,2020,31,23,1.2837142857142856,293.42857142857144,0.028857142857142852,9.147142857142857,170.14285714285714,12611.0,,,,,3.8085714285714287
1460,2020,31,24,14.114285714285716,1498.142857142857,0.16442857142857142,58.114285714285714,391.85714285714283,20809.0,,,,,18.342857142857145
1461,2020,31,25,5.819999999999999,1717.142857142857,0.20642857142857143,125.28571428571429,287.85714285714283,23712.428571428572,,,,,6.109999999999999
1462,2020,31,26,7.198571428571428,920.7142857142857,0.08585714285714287,64.72857142857143,298.85714285714283,19252.14285714286,,,,,7.115714285714286
1463,2020,31,27,12.22857142857143,990.7142857142857,0.10414285714285713,29.3,248.0,18661.571428571428,,,,,8.267142857142858
1464,2020,31,28,35.81428571428572,2028.5714285714287,0.995,57.17142857142858,162.42857142857142,15512.285714285714,,,,,51.50000000000001
1465,2020,31,29,18.74285714285714,858.4285714285714,0.16157142857142856,21.41428571428571,232.14285714285714,14985.285714285714,,,,,15.457142857142857
1466,2020,31,30,10.971428571428572,389.57142857142856,0.17357142857142857,5.737142857142857,253.57142857142858,16400.14285714286,,,,,7.732857142857143
1467,2020,31,31,14.814285714285715,1378.4285714285713,0.10011428571428571,17.47142857142857,231.0,18400.85714285714,,,,,7.292857142857144
1468,2020,31,32,32.05714285714286,1625.7142857142858,0.47714285714285715,27.342857142857145,213.85714285714286,21188.428571428572,,,,,38.871428571428574
1469,2020,31,33,2.122857142857143,487.85714285714283,0.06454285714285714,30.61428571428571,216.28571428571428,17673.285714285714,,,,,4.977142857142858
1470,2020,31,34,4.211428571428571,2073.0,0.06594285714285715,178.0,272.0,24016.14285714286,,,,,9.16
1471,2020,31,35,10.367142857142856,999.5714285714286,0.23357142857142857,31.057142857142857,361.2857142857143,27366.428571428572,,,,,8.42
1472,2020,31,36,3.3728571428571428,2164.1428571428573,0.026357142857142857,166.28571428571428,345.85714285714283,30975.14285714286,,,,,9.335714285714285
1473,2020,31,37,15.685714285714283,1192.857142857143,0.26642857142857146,19.071428571428573,208.28571428571428,15314.714285714286,,,,,13.571428571428571
1474,2020,31,38,15.657142857142857,878.8571428571429,0.12557142857142858,14.285714285714286,613.5714285714286,40879.57142857143,,,,,12.671428571428574
1475,2020,31,39,10.115714285714287,795.1428571428571,0.2218571428571429,30.157142857142855,199.14285714285714,13457.57142857143,,,,,15.571428571428571
1476,2020,31,40,21.400000000000002,962.0,0.20485714285714288,14.0,228.57142857142858,16145.142857142857,,,,,17.38571428571429
1477,2020,31,41,7.494285714285715,452.42857142857144,0.10874285714285713,7.822857142857143,182.28571428571428,15235.57142857143,,,,,6.018571428571429
1478,2020,31,42,6.261428571428572,922.8571428571429,0.10985714285714285,56.82857142857143,170.0,12577.714285714286,,,,,11.099999999999998
1479,2020,31,44,9.577142857142857,1809.0,0.08282857142857143,95.24285714285715,397.57142857142856,35182.857142857145,,,,,6.467142857142856
1480,2020,31,45,27.0,1778.142857142857,0.7594285714285715,34.48571428571428,194.85714285714286,13979.42857142857,,,,,29.228571428571428
1481,2020,31,46,9.354285714285712,1010.4285714285714,0.19157142857142856,15.142857142857142,171.85714285714286,15942.42857142857,,,,,6.678571428571429
1482,2020,31,47,28.228571428571428,1556.5714285714287,0.26685714285714285,15.742857142857142,328.0,22725.85714285714,,,,,21.75714285714286
1483,2020,31,48,28.914285714285715,1573.7142857142858,0.7614285714285713,26.142857142857142,141.71428571428572,15319.714285714286,,,,,35.285714285714285
1484,2020,31,49,14.2,1283.5714285714287,0.1375714285714286,9.815714285714284,197.57142857142858,20349.714285714286,,,,,8.825714285714287
1485,2020,31,50,0.6932857142857143,228.14285714285714,0.0229,9.134285714285713,229.42857142857142,19508.714285714286,,,,,1.2657142857142856
1486,2020,31,51,12.414285714285715,1078.2857142857142,0.2345714285714286,25.91428571428571,174.57142857142858,13296.57142857143,,,,,16.242857142857144
1487,2020,31,53,9.78,791.1428571428571,0.13999999999999999,22.057142857142857,173.0,14678.142857142857,,,,,7.312857142857142
1488,2020,31,54,6.832857142857144,381.0,0.09697142857142857,6.598571428571428,239.14285714285714,15925.57142857143,,,,,14.328571428571427
1489,2020,31,55,15.128571428571428,1009.0,0.13771428571428573,16.414285714285715,303.0,21949.571428571428,,,,,10.144285714285713
1490,2020,31,56,7.195714285714287,484.14285714285717,0.03528571428571429,4.574285714285714,171.0,14381.142857142857,,,,,6.914285714285714
1491,2020,32,1,27.014285714285712,2058.4285714285716,0.4778571428571428,36.371428571428574,310.57142857142856,23945.0,,,,,37.528571428571425
1492,2020,32,2,10.001428571428571,609.2857142857143,0.033499999999999995,3.2685714285714282,628.7142857142857,37877.0,,,,,6.967142857142858
1493,2020,32,4,14.728571428571428,2565.714285714286,0.7300000000000001,57.05714285714286,192.42857142857142,19971.428571428572,,,,,22.171428571428574
1494,2020,32,5,22.4,1629.5714285714287,0.3375714285714285,18.014285714285712,194.42857142857142,18566.571428571428,,,,,51.45714285714286
1495,2020,32,6,21.357142857142858,1434.5714285714287,0.34528571428571425,26.32857142857143,323.14285714285717,22483.571428571428,,,,,18.02857142857143
1496,2020,32,8,6.795714285714285,881.0,0.06271428571428571,32.457142857142856,193.0,13849.57142857143,,,,,7.112857142857143
1497,2020,32,9,2.1514285714285717,1415.2857142857142,0.04178571428571428,124.85714285714286,333.7142857142857,26858.428571428572,,,,,4.775714285714286
1498,2020,32,10,9.68857142857143,1601.857142857143,0.07335714285714287,60.614285714285714,302.2857142857143,28446.85714285714,,,,,6.944285714285714
1499,2020,32,11,10.185714285714285,1805.2857142857142,0.11842857142857142,83.6857142857143,485.7142857142857,30752.0,,,,,22.04285714285714
1500,2020,32,12,30.342857142857138,2472.4285714285716,0.7722857142857142,38.32857142857143,367.85714285714283,30866.85714285714,,,,,40.95714285714286
1501,2020,32,13,30.357142857142858,1879.5714285714287,0.5814285714285715,38.957142857142856,256.7142857142857,17316.285714285714,,,,,37.1
1502,2020,32,15,13.142857142857144,244.85714285714286,0.08935714285714284,2.2514285714285713,209.85714285714286,12284.0,,,,,11.062857142857142
1503,2020,32,16,26.457142857142856,1392.142857142857,0.2765714285714286,13.328571428571427,158.14285714285714,11324.0,,,,,11.428571428571429
1504,2020,32,17,13.714285714285714,1544.7142857142858,0.144,61.971428571428575,335.42857142857144,24210.14285714286,,,,,14.157142857142858
1505,2020,32,18,14.014285714285716,1125.7142857142858,0.1685714285714286,45.25714285714286,250.0,16815.571428571428,,,,,13.87142857142857
1506,2020,32,19,14.957142857142857,1546.142857142857,0.2412857142857143,29.499999999999996,149.28571428571428,16376.142857142857,,,,,9.534285714285716
1507,2020,32,20,14.757142857142856,1082.142857142857,0.11474285714285715,13.2,125.14285714285714,11017.857142857143,,,,,11.57142857142857
1508,2020,32,21,14.614285714285714,815.1428571428571,0.1133,17.74285714285714,181.71428571428572,14571.42857142857,,,,,15.742857142857144
1509,2020,32,22,28.099999999999998,2813.714285714286,0.7672857142857143,91.45714285714287,420.57142857142856,33041.71428571428,,,,,5.029142857142857
1510,2020,32,23,0.9510000000000002,300.42857142857144,0.02128571428571428,9.29857142857143,190.85714285714286,13855.57142857143,,,,,2.6471428571428572
1511,2020,32,24,12.0,1586.857142857143,0.16271428571428573,59.25714285714285,421.2857142857143,23611.0,,,,,15.9
1512,2020,32,25,5.2042857142857155,1755.5714285714287,0.20700000000000002,126.57142857142857,237.42857142857142,25560.571428571428,,,,,5.05
1513,2020,32,26,7.28,970.5714285714286,0.07989999999999998,65.34285714285716,298.14285714285717,21272.285714285714,,,,,7.248571428571428
1514,2020,32,27,11.685714285714287,1075.5714285714287,0.1295714285714286,30.085714285714285,252.42857142857142,20421.85714285714,,,,,9.035714285714286
1515,2020,32,28,28.371428571428574,2248.5714285714284,0.9305714285714285,63.800000000000004,144.14285714285714,16593.428571428572,,,,,49.72857142857142
1516,2020,32,29,17.785714285714285,979.7142857142857,0.15571428571428572,22.52857142857143,227.0,16516.571428571428,,,,,14.599999999999998
1517,2020,32,30,10.471428571428573,463.7142857142857,0.16408571428571425,6.922857142857143,175.42857142857142,17847.714285714286,,,,,7.12
1518,2020,32,31,13.514285714285716,1474.2857142857142,0.1120142857142857,18.257142857142856,213.28571428571428,19949.571428571428,,,,,9.297142857142857
1519,2020,32,32,25.057142857142857,1821.2857142857142,0.5598571428571428,30.985714285714284,216.71428571428572,22690.85714285714,,,,,35.22857142857143
