,year,week,statefips,month,day,emp,emp_incq1,emp_incq2,emp_incq3,emp_incq4,emp_incmiddle,emp_incbelowmed,emp_incabovemed,emp_ss40,emp_ss60,emp_ss65,emp_ss70,date
21,2020,02,25,1.0,16.5,0.0004907666666666667,0.0029783333333333333,0.0018658333333333333,-0.0005203333333333334,-0.00022616666666666673,0.0005325,0.0021883333333333334,-0.00035912700000000005,0.0019466666666666669,-0.0007975000000000001,0.0005508333333333333,-5.199999999999993e-05,2020-01-16 12:00:00
22,2020,02,26,1.0,16.5,0.0007513333333333333,0.0020691666666666666,0.0026681666666666663,-0.000991666666666667,-0.000756,0.0007558333333333333,0.0023513333333333333,-0.0008794833333333332,0.0008311666666666668,-4.800000000000001e-05,0.003365,-0.000977,2020-01-16 12:00:00
23,2020,02,27,1.0,16.5,0.0008906666666666667,0.001278,0.004943333333333333,-0.0012671833333333332,-5.6499999999999984e-05,0.0012943333333333333,0.0033518333333333334,-0.0006785,0.0027883333333333336,-0.0016515666666666667,-0.0012888166666666669,0.005488333333333334,2020-01-16 12:00:00
24,2020,02,28,1.0,16.5,,-0.0034166666666666664,,,,,-0.00471,,,,,0.003308499999999999,2020-01-16 12:00:00
25,2020,02,29,1.0,16.5,0.0014204999999999999,-0.0002945333333333333,0.0025372333333333334,0.0003736666666666667,0.0035328333333333336,0.0013449999999999998,0.0009618333333333332,0.0018696666666666668,0.0015703333333333333,0.0034685,-0.0015883333333333333,0.00010113333333333336,2020-01-16 12:00:00
26,2020,02,30,1.0,16.5,,-0.006866666666666667,,,,,-0.004958333333333333,,,,,,2020-01-16 12:00:00
27,2020,02,31,1.0,16.5,0.0047666666666666664,0.004093333333333333,0.007555,0.00453,0.003209,0.005909,0.005741833333333332,0.003883333333333333,0.0024033333333333333,0.0021769999999999997,0.008046666666666667,-0.0024516666666666667,2020-01-16 12:00:00
28,2020,02,32,1.0,16.5,-0.0002839333333333333,0.000612,0.0015305,-0.0025005,-0.0009596666666666665,-0.0004915833333333333,0.0010343333333333335,-0.0017643333333333337,0.00022181666666666667,-0.0020701666666666668,0.0015778333333333332,-0.00105,2020-01-16 12:00:00
29,2020,02,33,1.0,16.5,0.0004197283333333333,0.0033299999999999996,0.001845,-0.003698333333333333,0.001469,-0.0011834999999999999,0.002533333333333333,-0.0013983333333333332,0.0021341666666666666,-0.0011138333333333332,0.000438,0.0021623333333333334,2020-01-16 12:00:00
30,2020,02,34,1.0,16.5,0.0005355000000000001,1.8666666666666686e-05,0.00037300000000000007,0.0011298333333333332,0.0005606666666666667,0.000788,0.00018336666666666666,0.0008139999999999999,-0.00025331666666666665,0.0015966666666666666,-0.00025149999999999993,-0.0011593333333333334,2020-01-16 12:00:00
31,2020,02,35,1.0,16.5,-0.0015213333333333335,-0.0019121500000000005,0.00039316666666666666,-0.004731666666666666,0.0005703333333333333,-0.0019816666666666667,-0.0009871666666666666,-0.0023801666666666663,,-0.006775,-0.0008431666666666667,0.0005783333333333333,2020-01-16 12:00:00
32,2020,02,36,1.0,16.5,-0.00016299999999999998,-0.0023813333333333334,0.0007761666666666666,-0.0004846666666666666,0.000378,0.0001457166666666667,-0.0003291166666666667,-4.1000000000000055e-05,-0.0015966666666666664,0.0004133033333333333,0.0004203333333333333,-0.001990333333333333,2020-01-16 12:00:00
33,2020,02,37,1.0,16.5,0.0003031283333333333,0.0027000000000000006,-0.0008931666666666668,-0.0006236666666666666,-0.0008738333333333333,-0.0007546666666666665,0.0011718333333333335,-0.0007376666666666665,-0.0009552166666666665,0.00775,-0.001697833333333333,0.001933,2020-01-16 12:00:00
34,2020,02,38,1.0,16.5,0.0006433333333333333,,0.0065,-0.003325,,0.0008318333333333333,0.004191333333333333,-0.0020440000000000002,0.010856666666666667,-0.007882166666666668,,,2020-01-16 12:00:00
35,2020,02,39,1.0,16.5,0.0002978333333333333,0.0020599999999999998,-0.0010173333333333334,-0.0014623333333333335,0.001067,-0.0012475,0.0008015,-0.00034983333333333334,-0.0014203333333333333,0.002115,0.001679,-0.00038800000000000005,2020-01-16 12:00:00
36,2020,02,40,1.0,16.5,0.00021673333333333333,0.00041419000000000004,0.0005045166666666666,0.0007436666666666667,-0.0009364999999999999,0.0006295,0.00045500000000000006,-4.765000000000001e-05,0.0009723333333333333,-0.0006675,0.0035750000000000005,-0.0037855000000000007,2020-01-16 12:00:00
37,2020,02,41,1.0,16.5,-0.0004879999999999999,-0.00019768333333333333,0.0016983333333333336,-0.002873,-0.000553,-0.0005260500000000001,0.0011278333333333333,-0.001852833333333333,-0.0012705000000000001,0.001956666666666667,-0.0028303333333333336,0.0009755000000000001,2020-01-16 12:00:00
38,2020,02,42,1.0,16.5,0.00025401666666666667,0.0007086666666666665,0.0024204999999999995,-0.0012615,-0.0006013333333333334,0.00042533333333333334,0.0014666666666666665,-0.0009423333333333333,0.0005563333333333335,0.0004085,-0.0011395,0.0031299999999999995,2020-01-16 12:00:00
39,2020,02,44,1.0,16.5,-0.00025616666666666664,0.0015266666666666666,0.0006324999999999999,-0.00046808333333333337,-0.002385,4.863333333333337e-05,0.0010408333333333335,-0.0013740000000000002,-0.0029149999999999996,0.0017257833333333336,-0.002825666666666666,0.0015351666666666667,2020-01-16 12:00:00
40,2020,02,45,1.0,16.5,0.0006586833333333333,-0.0006321666666666666,0.0031583333333333337,0.0007408000000000001,,0.0019780500000000003,0.0011166666666666666,,0.003693333333333333,,-0.0044875,0.0005366666666666667,2020-01-16 12:00:00
41,2020,02,46,1.0,16.5,,,,,,,,,,,,,2020-01-16 12:00:00
42,2020,02,47,1.0,16.5,-0.0009211666666666666,-0.0019943333333333336,0.0011145,-0.0028504999999999993,,-0.0009011666666666668,-0.0006536666666666665,-0.0012476666666666669,0.00027391666666666667,-0.0008475500000000002,-0.00041608333333333335,-0.003916466666666668,2020-01-16 12:00:00
43,2020,02,48,1.0,16.5,-0.0006831666666666666,8.333333333332993e-07,-0.0011406666666666666,-0.0029066666666666668,0.001115833333333333,-0.00205845,-0.0004984833333333334,-0.0008771666666666666,-0.0006638333333333334,0.0009963333333333334,-0.0022441666666666664,0.0005035666666666666,2020-01-16 12:00:00
44,2020,02,49,1.0,16.5,0.0018222833333333334,0.0014728333333333336,0.0004085,0.00323,0.0023866666666666667,0.0017446666666666667,0.0009383333333333332,0.002816666666666667,-0.0003648333333333333,0.005326666666666666,-0.0005729999999999999,0.005716666666666666,2020-01-16 12:00:00
45,2020,02,50,1.0,16.5,-0.0015676666666666666,-0.004464166666666667,-2.400000000000008e-05,0.0003056833333333334,,0.00013949999999999995,-0.001675,,-0.005606666666666667,0.0005676833333333333,-0.0004746666666666665,-0.005713333333333333,2020-01-16 12:00:00
46,2020,02,51,1.0,16.5,0.00043133333333333326,0.0006471666666666667,0.0014799999999999998,-0.0018336666666666668,0.0013429333333333335,-0.00033774999999999994,0.0010263333333333333,-3.616666666666667e-05,-0.0015778333333333332,0.003381666666666667,0.00018633333333333335,0.00056065,2020-01-16 12:00:00
47,2020,02,53,1.0,16.5,0.00026843333333333337,0.015609666666666666,0.00044616666666666676,-0.0031566666666666666,0.0020456666666666666,-0.001504,0.0020056666666666664,-0.0005496666666666668,0.0021248333333333336,-0.0027524999999999997,-0.001697333333333333,0.0014913333333333332,2020-01-16 12:00:00
48,2020,02,54,1.0,16.5,-0.0013305,0.0042548333333333336,-0.003294833333333333,-0.0049436666666666665,,-0.004139166666666667,0.001575,-0.005783333333333334,0.0024966666666666674,-0.0008479999999999999,-0.004361666666666667,-0.011115666666666664,2020-01-16 12:00:00
49,2020,02,55,1.0,16.5,0.0009405,0.002542833333333333,0.0022115,-0.001368166666666667,0.00037723333333333336,0.00028935,0.0023916666666666665,-0.0006047166666666667,0.0016515,0.0005951666666666667,0.0007223333333333334,-0.0012683333333333333,2020-01-16 12:00:00
50,2020,02,56,1.0,16.5,,-0.007868333333333333,0.004107833333333334,,,,-0.0018306666666666664,,,,,-0.0006041666666666667,2020-01-16 12:00:00
51,2020,03,1,1.0,23.0,0.0008939999999999999,-0.0014455714285714284,0.003867928571428571,0.006324285714285715,,0.00524,0.0006269571428571428,0.0012,-0.0032279999999999995,-0.0009262857142857143,0.005068285714285714,0.0014969999999999998,2020-01-23 00:00:00
52,2020,03,2,1.0,23.0,,,,,,,-0.0018057142857142861,,,,,,2020-01-23 00:00:00
53,2020,03,4,1.0,23.0,-0.00061,-0.0020292428571428572,-0.0034171428571428577,0.006037142857142858,-0.003314285714285714,0.0011241714285714285,-0.0027828571428571433,0.00172,-0.0009968571428571429,-0.007771428571428572,-0.0004943714285714286,0.003402857142857143,2020-01-23 00:00:00
54,2020,03,5,1.0,23.0,0.0003414285714285714,-0.004314714285714285,0.0023237142857142857,,,0.004726502857142857,-0.001974285714285714,0.0039068571428571425,0.005844428571428572,,,-0.013982857142857146,2020-01-23 00:00:00
55,2020,03,6,1.0,23.0,0.0038357142857142856,-0.007974285714285713,0.00764,0.0052699999999999995,0.0024842857142857145,0.0065,0.0038571428571428576,0.003817142857142857,0.0014271428571428573,0.0037857142857142855,0.006048571428571428,0.0036887142857142856,2020-01-23 00:00:00
56,2020,03,8,1.0,23.0,0.001972857142857143,0.003237,0.007337142857142856,0.0017020000000000002,-0.0021371428571428574,0.0042,0.0058371428571428585,-0.0003197285714285713,0.0024642857142857144,-0.0006055714285714285,0.0018887142857142857,0.0038835714285714285,2020-01-23 00:00:00
57,2020,03,9,1.0,23.0,2.8714285714285706e-05,0.0010412857142857142,-0.0005237142857142857,0.0021899999999999997,-0.0022342857142857143,0.0009622857142857142,0.0001822,-8.327142857142856e-05,-0.00239,0.003262857142857143,0.00020575714285714282,-0.002757142857142857,2020-01-23 00:00:00
58,2020,03,10,1.0,23.0,-0.00039228571428571426,0.0010337142857142858,-0.0009209,2.72857142857141e-06,-0.0016917714285714285,-0.00042255714285714284,0.00011532857142857143,-0.0008517142857142857,0.0007642857142857142,0.0006597142857142858,-0.009245714285714286,0.00014628571428571425,2020-01-23 00:00:00
59,2020,03,11,1.0,23.0,,,,,,,,,,,,,2020-01-23 00:00:00
60,2020,03,12,1.0,23.0,0.00179,0.003177142857142857,-0.0004194857142857143,0.005347142857142858,-0.0016737142857142858,0.002532857142857143,0.001487142857142857,0.0021214285714285714,0.001195,0.00015828571428571432,0.0035642857142857143,0.001576657142857143,2020-01-23 00:00:00
61,2020,03,13,1.0,23.0,0.0009734285714285713,0.004175714285714285,-0.003212857142857143,0.004351428571428571,-0.0024014285714285717,0.0008591428571428571,0.0010078571428571428,0.0009391428571428571,-0.001097,-2.4612857142857136e-05,0.003,0.001822857142857143,2020-01-23 00:00:00
62,2020,03,15,1.0,23.0,0.008082857142857143,0.0029585714285714285,0.009044285714285713,0.006472000000000001,,0.007907142857142857,0.006604285714285714,0.009635714285714287,0.0038257142857142865,,,0.00012485714285714286,2020-01-23 00:00:00
63,2020,03,16,1.0,23.0,0.008163285714285715,0.015685714285714285,,,,,0.012014285714285715,,,,,0.020814285714285712,2020-01-23 00:00:00
64,2020,03,17,1.0,23.0,0.0010792857142857143,0.0004217142857142857,0.0008097142857142857,0.0035385714285714287,-0.00040828571428571433,0.0022314285714285713,0.0006355442857142856,0.0014207142857142858,0.0023157142857142855,0.0037621428571428567,0.0016714285714285715,-0.0049700000000000005,2020-01-23 00:00:00
65,2020,03,18,1.0,23.0,0.00363,0.003675714285714285,0.005155714285714285,0.007257142857142857,-0.002770142857142857,0.006267142857142858,0.004315714285714286,0.0028371428571428575,0.003125714285714285,-0.0026657142857142856,0.008488571428571429,0.008269857142857143,2020-01-23 00:00:00
66,2020,03,19,1.0,23.0,0.0024565714285714286,0.007712857142857144,,0.006642857142857143,,0.0008805714285714285,0.0014962857142857143,0.0034528571428571434,0.004357142857142857,,-0.006572857142857143,0.012251428571428571,2020-01-23 00:00:00
67,2020,03,20,1.0,23.0,-0.0006345714285714286,0.0013258571428571425,-0.0033,0.0003424285714285714,-0.0008785714285714285,-0.00137,-0.0010804285714285714,-0.00023,-0.0014335857142857144,0.0016224285714285713,0.0009827142857142858,-0.00039024285714285713,2020-01-23 00:00:00
68,2020,03,21,1.0,23.0,0.001772857142857143,0.0036325714285714286,-0.0006106428571428571,0.0015575714285714288,0.002165428571428571,0.00042571428571428567,0.0017302857142857142,0.0018294285714285715,0.0023532857142857144,0.006738571428571429,-0.004283571428571428,0.0038371428571428575,2020-01-23 00:00:00
69,2020,03,22,1.0,23.0,0.003635714285714286,0.007115714285714286,0.0008744285714285714,0.003948571428571428,-0.00034799999999999995,0.0025100000000000005,0.004887142857142856,0.0019685714285714285,-0.001635714285714286,0.0009264285714285716,0.0038042857142857145,0.010900000000000002,2020-01-23 00:00:00
70,2020,03,23,1.0,23.0,8.537142857142858e-05,0.004745714285714285,,,,,0.0022128571428571427,,-1.7928571428571424e-05,,0.0017985714285714287,,2020-01-23 00:00:00
71,2020,03,24,1.0,23.0,0.0011885714285714284,0.0029549285714285723,-0.0019199999999999998,0.003267142857142857,0.0005294142857142858,0.0008054571428571429,0.00044200000000000006,0.001792285714285714,0.002189857142857143,0.00020628571428571427,0.0014810000000000001,0.0004518142857142857,2020-01-23 00:00:00
72,2020,03,25,1.0,23.0,0.0008345714285714286,-0.002429095714285714,0.0025385714285714287,0.0016757142857142858,-9.579999999999998e-05,0.002057142857142857,0.001098542857142857,0.000702,-0.0007474285714285715,0.0009401428571428573,0.0019228571428571428,0.0020757142857142853,2020-01-23 00:00:00
73,2020,03,26,1.0,23.0,0.0018614285714285714,0.006608571428571428,-0.0035828571428571424,0.004472857142857144,-0.0009128571428571429,0.0006248285714285715,0.001798142857142857,0.0019271428571428569,-0.0022614285714285714,0.00281,0.0016836857142857142,0.001945857142857143,2020-01-23 00:00:00
74,2020,03,27,1.0,23.0,0.0008135714285714286,0.0033585714285714286,0.0028580000000000003,0.0027385714285714283,-0.004194285714285715,0.002787142857142857,0.003076571428571429,-0.0006295714285714287,-0.001747857142857143,0.00303,0.001604857142857143,0.0027647428571428573,2020-01-23 00:00:00
75,2020,03,28,1.0,23.0,,0.005563142857142857,,,,,0.0048865714285714285,,,,,-0.00966142857142857,2020-01-23 00:00:00
76,2020,03,29,1.0,23.0,-0.0013561142857142858,0.0014335714285714284,-0.003011285714285714,0.001208142857142857,-0.005905714285714286,-0.0006895714285714285,-0.0005367428571428571,-0.002152,-0.0019720000000000002,-0.003936714285714286,-9.999999999999995e-05,-0.0020357142857142857,2020-01-23 00:00:00
77,2020,03,30,1.0,23.0,,0.014814285714285714,,,,,0.015181428571428571,,,,,,2020-01-23 00:00:00
78,2020,03,31,1.0,23.0,-0.004671714285714286,-0.0019298571428571429,-0.010951428571428572,-0.003462571428571429,-0.003047938571428571,-0.006892857142857143,-0.006227142857142857,-0.0032608571428571426,-3.814285714285709e-05,-0.013728571428571427,-0.0020602857142857146,-0.0027,2020-01-23 00:00:00
79,2020,03,32,1.0,23.0,0.0006109999999999999,0.0006229714285714285,-0.0023067142857142856,0.003777142857142857,0.00030755014285714286,0.0007431428571428571,-0.0007297142857142857,0.002112142857142857,-0.0006994285714285713,0.002271,0.0054542857142857145,-0.00407,2020-01-23 00:00:00
80,2020,03,33,1.0,23.0,0.0010452857142857143,0.0008642857142857145,0.0008664285714285713,0.0006404285714285714,0.001903,0.0007438571428571428,0.0008647142857142856,0.0012007857142857143,-0.0023606,0.004774285714285714,0.0022728571428571424,-0.0011582857142857141,2020-01-23 00:00:00
81,2020,03,34,1.0,23.0,0.001565714285714286,0.00538,-0.0010022857142857142,0.0009648571428571428,0.0008484285714285714,7.670000000000001e-05,0.002412857142857143,0.000900142857142857,0.0006535714285714286,-9.957142857142853e-05,0.004007142857142857,0.002944285714285714,2020-01-23 00:00:00
82,2020,03,35,1.0,23.0,0.0013332857142857144,0.008537142857142858,0.0016885714285714286,-0.004915714285714285,-0.006924285714285714,-0.0013725714285714283,0.005789999999999999,-0.005807142857142857,,0.0006738571428571429,0.0071285714285714286,-0.008224285714285713,2020-01-23 00:00:00
83,2020,03,36,1.0,23.0,0.0019328571428571428,0.0031928571428571435,0.0018857142857142857,0.0033785714285714287,-2.4704285714285733e-05,0.002635714285714286,0.0023428571428571426,0.0016257142857142857,0.002478285714285714,0.0003806142857142857,0.0028799999999999997,-0.001335,2020-01-23 00:00:00
84,2020,03,37,1.0,23.0,0.0006988571428571428,0.0018474285714285715,0.0003262857142857143,0.0039357142857142854,-0.004485714285714286,0.002187142857142857,0.0011995714285714283,9.707142857142857e-05,-0.0009544285714285713,-0.0020122857142857143,0.0027645714285714287,0.0006170428571428572,2020-01-23 00:00:00
85,2020,03,38,1.0,23.0,0.006548571428571429,,0.008958571428571429,-0.0016265714285714286,,0.0028528571428571427,0.012012857142857145,0.002427714285714286,0.004241428571428571,-0.011938571428571429,,,2020-01-23 00:00:00
86,2020,03,39,1.0,23.0,-0.00019065714285714286,0.00018885714285714293,-0.0009822857142857144,0.003307142857142858,-0.004352857142857143,0.0012315714285714287,-0.00028891428571428565,-6.405714285714286e-05,0.0008459971428571429,-0.0017522857142857145,0.001156857142857143,-0.0010165714285714287,2020-01-23 00:00:00
87,2020,03,40,1.0,23.0,0.0005402857142857143,0.004754285714285715,-0.0007001428571428572,-0.0006043285714285715,-0.0025514285714285712,-0.0006492857142857142,0.0023885714285714287,-0.0015199999999999999,-0.0011689428571428572,0.001068,0.0004533857142857144,0.007414285714285714,2020-01-23 00:00:00
88,2020,03,41,1.0,23.0,0.003015714285714285,0.004021428571428572,0.00568,0.003414285714285714,-0.0016514285714285713,0.004577142857142857,0.005181428571428572,0.0011838571428571427,0.0027571428571428573,0.0019414285714285716,0.004417857142857143,0.001827142857142857,2020-01-23 00:00:00
89,2020,03,42,1.0,23.0,0.0004265985714285714,0.004302857142857142,-0.004244285714285715,0.0030957142857142854,-0.002595714285714286,-0.0002682857142857143,0.0005028571428571431,0.0003505857142857143,-0.0017642857142857143,0.001345857142857143,0.0015012857142857143,-0.003602,2020-01-23 00:00:00
90,2020,03,44,1.0,23.0,0.0022385714285714287,0.00792,-0.0007111428571428571,0.002834285714285714,-0.00025171428571428567,0.0011672857142857142,0.003235714285714286,0.0013749857142857141,0.0007987142857142857,0.004529999999999999,0.004507142857142857,0.0003847142857142858,2020-01-23 00:00:00
91,2020,03,45,1.0,23.0,0.0016028571428571426,-0.0013938571428571429,0.003921428571428571,0.007252857142857143,,0.005548571428571429,0.001058142857142857,,-0.0014682857142857143,,0.006287142857142858,-0.001517142857142857,2020-01-23 00:00:00
92,2020,03,46,1.0,23.0,,,,,,,,,,,,,2020-01-23 00:00:00
93,2020,03,47,1.0,23.0,0.003204285714285714,0.006717142857142857,0.00023147142857142853,0.0057685714285714285,,0.0030485714285714287,0.00392,0.0023399999999999996,-0.0012365714285714287,0.0010457142857142857,-0.0007827142857142857,0.019471428571428574,2020-01-23 00:00:00
94,2020,03,48,1.0,23.0,0.0013867142857142858,0.00265,-0.00194,0.007962857142857143,-0.003514285714285714,0.0032099999999999997,0.0006395714285714286,0.0021685714285714286,0.0003454714285714286,0.001924285714285714,0.0032871428571428574,0.0004902857142857143,2020-01-23 00:00:00
95,2020,03,49,1.0,23.0,0.002452857142857143,0.00532,-0.00031438571428571427,0.0023478571428571433,0.0024554285714285715,0.0009474857142857143,0.002502857142857143,0.0024,0.004142857142857143,0.0001719999999999999,0.004322857142857142,-0.003642428571428571,2020-01-23 00:00:00
96,2020,03,50,1.0,23.0,-0.0014202857142857144,0.0029870142857142856,-0.0012771428571428571,-0.0008822857142857142,,-0.0010814285714285713,0.0003087142857142857,,-0.0040845,-0.002126857142857143,0.0067885714285714285,-0.002631285714285714,2020-01-23 00:00:00
97,2020,03,51,1.0,23.0,-0.0002623428571428571,0.0020057142857142856,-0.0006170857142857143,0.0013988571428571429,-0.003028571428571428,0.0004882857142857143,0.0008125714285714287,-0.0011075714285714285,0.0008790000000000001,-0.002493,0.0006794285714285715,0.0016157142857142856,2020-01-23 00:00:00
98,2020,03,53,1.0,23.0,0.004314285714285714,-0.07575714285714286,0.012604285714285715,0.007501428571428571,0.0019064285714285713,0.009828571428571428,0.0034957142857142856,0.004698571428571428,0.004171428571428571,0.002322857142857143,0.009617142857142855,0.007982857142857142,2020-01-23 00:00:00
99,2020,03,54,1.0,23.0,0.003704285714285714,0.00891,0.0032882857142857145,0.004824285714285714,,0.004073285714285715,0.0069071428571428565,-0.0012042857142857144,0.0008200000000000001,-0.003195714285714285,0.006068571428571428,0.015964285714285716,2020-01-23 00:00:00
100,2020,03,55,1.0,23.0,0.0014102857142857144,0.006351428571428572,-0.00281,0.0026114285714285714,-0.002021428571428571,0.00010191428571428569,0.002183571428571429,0.0005857142857142858,0.0019385714285714284,0.0032157142857142857,1.0957142857142869e-05,0.004452857142857142,2020-01-23 00:00:00
101,2020,03,56,1.0,23.0,,0.0018568571428571427,0.010764285714285714,,,,0.006345714285714285,,,,,-0.006231428571428573,2020-01-23 00:00:00
102,2020,04,1,1.2857142857142858,21.142857142857142,0.004322857142857143,-0.0014724285714285714,0.011868571428571426,0.008948571428571429,,0.010222857142857141,0.0037242857142857143,0.005004285714285714,-0.008234285714285713,-0.0014228571428571428,0.010467142857142857,-0.004208285714285714,2020-01-30 00:00:00
103,2020,04,2,1.2857142857142858,21.142857142857142,,,,,,,-0.02514285714285714,,,,,,2020-01-30 00:00:00
104,2020,04,4,1.2857142857142858,21.142857142857142,0.000504,-0.008167142857142857,0.004391142857142857,0.005047142857142857,-0.0004954285714285716,0.004705714285714286,-0.001348285714285714,0.002487142857142857,-0.003208571428571429,-0.0011800000000000003,-0.0008805142857142857,0.007631428571428572,2020-01-30 00:00:00
105,2020,04,5,1.2857142857142858,21.142857142857142,0.012607142857142857,0.010448571428571429,0.01467142857142857,,,0.016871428571428572,0.011957142857142857,0.013671428571428572,0.01895714285714286,,,0.036328571428571425,2020-01-30 00:00:00
106,2020,04,6,1.2857142857142858,21.142857142857142,0.0054171428571428565,-0.016385714285714285,0.010742857142857143,0.008197142857142858,0.004485714285714286,0.009518571428571428,0.004177142857142858,0.006265714285714285,0.002092857142857143,0.004588571428571428,0.009315714285714285,0.008111428571428572,2020-01-30 00:00:00
