week,statefips,spend_all,spend_aap,spend_acf,spend_aer,spend_apg,spend_durables,spend_nondurables,spend_grf,spend_gen,spend_hic,spend_hcs,spend_inpersonmisc,spend_remoteservices,spend_sgh,spend_tws,spend_retail_w_grocery,spend_retail_no_grocery,spend_all_incmiddle,spend_all_q1,spend_all_q2,spend_all_q3,spend_all_q4,provisional,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_workplaces,gps_residential,gps_away_from_home,stayathome_advisory,nonessbiz_closed,isolation_dummy,new_case_rate,case_rate,new_death_rate,death_rate,new_test_rate,test_rate,hospitalized_rate
8,5,0.0220271428571428,0.0169742857142857,0.0237299999999999,-0.1191142857142857,0.0078957142857142,0.0794168571428571,-0.0344571428571428,-0.0033285714285714,0.0003308571428571,0.03498,0.1213908,0.0997714285714285,0.0922142857142857,-0.0081714285714285,-0.0131857142857142,-0.0153142857142857,-0.0263838571428571,0.0161871428571428,0.0473514285714285,0.0172685714285714,0.0163128571428571,0.1242714285714285,0,0.0733,0.0249042857142857,0.0212285714285714,-0.0055042857142857,0.0055476,0,0,0,,,,,,,
8,16,-0.0174114285714285,-0.0451357142857142,-0.0515428571428571,-0.1250857142857143,-0.0229357142857142,0.0292471428571428,-0.0446228571428571,0.0397928571428571,-0.0636857142857142,0.0283985714285714,-0.0538857142857142,0.0201128571428571,-0.1044,0.0388014285714285,-0.0606714285714285,-0.0067644285714285,-0.0252285714285714,-0.0208842857142857,-0.0142471428571428,-0.0230685714285714,-0.0166588285714285,0.0105,0,0.0744285714285714,0.0589714285714285,0.0326571428571428,-0.01143,0.0150714285714285,0,0,0,,,,,,,
8,19,-0.0341412857142857,-0.0078014285714285,-0.0557542857142857,-0.0252142857142857,-0.0208,-0.0034214285714285,-0.0027415714285714,-0.01133,0.0311785714285714,0.0080714285714285,-0.0578142857142857,-0.0196,-0.0066742857142857,0.1877142857142857,-0.0876771428571428,-0.0008985714285714,0.0058128571428571,-0.0350722857142857,-0.0509714285714285,-0.0361285714285714,-0.0343428571428571,-0.0244722857142857,0,0.0589857142857142,0.1047571428571428,0.0340714285714285,-0.0097971428571428,0.0154285714285714,0,0,0,,,,,,,
8,20,-0.0125571428571428,-0.0629571428571428,0.0278714285714285,0.0035499999999999,-0.0177442857142857,0.01672,-0.0093557142857142,-0.0203691428571428,-0.0005599999999999,0.1815714285714285,-0.0738285714285714,0.0315171428571428,-0.0339457142857142,-0.1166,-0.1291428571428571,0.0085214285714285,0.0231771428571428,-0.0070739999999999,-0.0223485714285714,0.0004542857142857,-0.0156828571428571,-0.0218428571428571,0,0.0704428571428571,0.0044857143237142,0.0350857142857142,-0.0095828571428571,0.0118657142857142,0,0,0,,,,,,,0.0042014285714285
8,22,-0.0504,-0.05453,0.0190285714285714,0.0857571428571428,-0.0289942857142857,-0.0387571428571428,-0.0127514285714285,-0.0073147142857142,-0.0207185714285714,0.0083,-0.1846,-0.0292185714285714,-0.0783428571428571,-0.0238671428571428,-0.1447142857142857,-0.0232999999999999,-0.0324571428571428,-0.0473142857142857,-0.0680428571428571,-0.0479714285714285,-0.0457,-0.0004661428571428,0,0.1269142857142857,0.0738714285714285,-0.0763142857142857,0.0065285714285714,-0.0020814285714285,0,0,0,,,,,,,
8,29,-0.01934,-0.0260842857142857,-0.0178714285714285,-0.0701871428571428,-0.0375428571428571,0.0646142857142857,4.28571428571426e-05,0.0048654285714285,-0.0094389142857142,0.3364285714285714,0.1088,-0.1145285714285714,-0.04631,-0.1835,-0.1727285714285714,0.0515428571428571,0.0732914285714285,-0.0017171428571428,-0.0545428571428571,-0.0009557142857142,-0.0027199999999999,-0.0136828571428571,0,0.0745285714285714,0.0340857142857142,0.0598,-0.0112157142857142,0.0158571428571428,0,0,0,,,,,,,0.0
8,30,0.0671828571428571,-0.0695428571428571,0.1267028571428571,0.2673857142857143,0.1594142857142857,0.1489571428571428,0.1270428571428571,0.1229999999999999,0.3908571428571428,0.1911714285714285,-0.4296428571428571,0.0991428571428571,-0.0518657142857142,0.2054285714285714,-0.108,0.1697857142857142,0.191,0.0336214285714285,0.1584,-0.0011857142857142,0.0853571428571428,-0.1681428571428571,0,0.0687857142857142,0.0295857142857142,0.0203999999999999,-0.0059171428571428,0.0075899999999999,0,0,0,,,,,,,0.0
8,31,-0.0238285714285714,0.0211557142857142,0.0654857142857142,0.0075942857142857,0.0488302857142857,0.0161948571428571,-0.0306471428571428,-0.0517042857142857,0.0545571428571428,0.0754785714285714,-0.0885428571428571,-0.0950714285714285,-0.0437177142857142,0.18182,-0.0935142857142857,-0.0038914285714285,0.0307985714285714,-0.0254842857142857,-0.0227142857142857,-0.0231828571428571,-0.0287,-0.0179757142857142,0,0.0702142857142857,0.0398,0.0228571428571428,-0.0063228571428571,0.0105,0,0,0,0.0160314285714285,0.6001428571428572,,0.0,0.0401257142857142,0.5032857142857143,
8,38,0.0038578571428571,-0.0266129999999999,0.0424714285714285,0.02843,-0.0156671428571428,0.0219342857142857,0.0132485714285714,0.0139142857142857,-0.0162614285714285,0.2762857142857143,-0.1100142857142857,0.0197657142857142,-0.0241371428571428,0.0762285714285714,-0.0805285714285714,0.0346428571428571,0.0502428571428571,0.0023486571428571,0.0059542857142857,-0.0092971428571428,0.0085385714285714,0.00562,0,0.0596,0.0055114285714285,0.0295999999999999,-0.0059171428571428,0.0108814285714285,0,0,0,,,,,,,
8,46,-0.0352628571428571,0.1160428571428571,-0.0188051428571428,0.1423571428571428,0.0591571428571428,-0.0235442857142857,-0.0119142857142857,0.0108014285714285,-0.0107557142857142,0.2177142857142857,0.0766714285714285,0.0013142857142857,-0.0418171428571428,0.0558142857142857,-0.1053342857142857,0.0014714285714285,0.0001714285714285,-0.0113714285714285,-0.1158285714285714,-0.02106,0.0013694285714285,-0.0819999999999999,0,0.03451,0.0765428571428571,0.0161142857142857,-0.0010214285714285,0.0052468571428571,0,0,0,,,,,,,
8,48,-0.0090428571428571,-0.0124328571428571,-0.0102557142857142,-0.0675571428571428,-0.0084371428571428,0.0074857142857142,0.0053640999999999,0.0281271428571428,-0.01962,0.0260742857142857,0.0152871428571428,-0.0316542857142857,-0.0223599999999999,-0.0058714285714285,-0.0799571428571428,0.0144828571428571,0.0079214285714285,-0.0018674842857142,-0.0263857142857142,-0.0115957142857142,0.00573,-0.0102128571428571,0,0.0504,0.0257128571428571,0.0257142857142857,-0.0075557142857142,0.0096444285714285,0,0,0,0.0033778571428571,0.0214642857142857,,0.0,,,0.0002111428571428
8,49,0.0137042857142857,-0.0430285714285714,-0.0143085714285714,-0.1361714285714285,-0.0338,0.0714857142857142,0.0523071428571428,0.1029014285714285,-0.0258685714285714,0.3575714285714285,-0.0389599999999999,-0.0115857142857142,-0.0447168571428571,0.1126142857142857,-0.0722857142857142,0.0612428571428571,0.0462,0.0320285714285714,-0.0327442857142857,-0.0147628571428571,0.0543142857142857,-0.0044042857142857,0,0.0651,0.0949571428571428,0.0289857142857142,-0.0069342857142857,0.00864,0,0,0,0.0,0.0312,,0.0,,,
8,56,-0.0343857142857142,-0.0587571428571428,-0.0158471428571428,-0.1068142857142857,-0.0586714285714285,0.0196428571428571,-0.0302428571428571,-0.0330714285714285,-0.0566,0.2201714285714285,-0.0794314285714285,-0.0368271428571428,-0.0457,-0.0169285714285714,-0.0376714285714285,-0.0124958571428571,0.0017488571428571,-0.0396571428571428,0.0054014285714285,-0.0494142857142857,-0.033,-0.0272142857142857,0,0.0457285714285714,0.0649142857142857,0.0238857142857142,0.0006128571428571,0.0002594285714285,0,0,0,,,,,,,
9,5,-0.0024171428571428,0.0216371428571428,0.0154785714285714,-0.0629285714285714,-0.0154257142857142,0.0301128571428571,-0.0193,0.0464,-0.0255542857142857,0.1646857142857143,0.1249857142857142,-0.0156557142857142,-0.0776485714285714,-0.0359657142857142,-0.1061714285714285,-0.0001979999999999,-0.0378428571428571,0.0043414285714285,0.0011814285714285,0.0175314285714285,-0.0227942857142857,0.1337714285714286,0,0.1641428571428571,0.0988,0.0322714285714285,-0.0199999999999999,0.0262857142857142,0,0,0,,,,,0.0,0.1989999999999999,
9,16,-0.0168957142857142,-0.0529857142857142,-0.0621285714285714,-0.0981428571428571,-0.0705714285714285,0.00925,0.0528842857142857,0.1239142857142857,-0.0722171428571428,0.1004199999999999,-0.0626999999999999,-0.0232285714285714,-0.0605857142857142,0.0030285714285714,-0.0648428571428571,0.0348255714285714,-0.0071714285714285,-0.02479,0.0050142857142857,-0.03847,0.0040691428571428,-0.0061971428571428,0,0.1095714285714285,0.1124285714285714,0.0371285714285714,-0.0159,0.0213714285714285,0,0,0,,,,,,1.51,
9,19,-0.057,-0.0362428571428571,-0.0823714285714285,-0.1141714285714285,-0.0399385714285714,-0.0282214285714285,-0.0087142857142857,0.0499142857142857,-0.0631571428571428,-0.0369142857142857,-0.0444228571428571,-0.0521171428571428,-0.0214457142857142,0.1224714285714285,-0.2304285714285714,-0.0199671428571428,-0.0478857142857142,-0.0444014285714285,-0.0438571428571428,-0.0456428571428571,-0.0437471428571428,-0.0850428571428571,0,0.1000142857142857,0.1522857142857143,0.0391857142857142,-0.0159,0.0236,0,0,0,,,,,0.0,0.475,0.0533
9,20,-0.0046642857142857,-0.0857142857142857,0.0171285714285714,-0.1067857142857142,-0.0365014285714285,0.0448285714285714,0.0063685714285714,0.0071557142857142,0.04054,0.3144285714285714,-0.1449571428571428,0.0245714285714285,0.0210514285714285,0.0230257142857142,-0.2185714285714285,0.0164414285714285,0.0224285714285714,-0.0026471428571428,-0.0070571428571428,-0.0146928571428571,0.0137985714285714,-0.01405,0,0.131,0.0687571428571428,0.0457,-0.0244857142857142,0.0312142857142857,0,0,0,,0.0343,,0.0,0.24,0.197,0.0
9,22,-0.0028157142857142,-0.0831285714285714,-0.0565414285714285,-0.0194914285714285,-0.0391714285714285,0.0073514285714285,0.0224631428571428,0.0397,0.0283571428571428,0.1389571428571428,0.1145714285714285,0.0211241428571428,0.0647,-0.0368,-0.1324285714285714,0.0089785714285714,-0.0094242857142857,-0.0074371428571428,0.01033,-0.0082828571428571,-0.0054557142857142,-0.01792,0,0.1267142857142857,0.0914285714285714,0.0093899999999999,-0.0089671428191428,0.0141628571428571,0,0,0,,,,,,0.0,0.0
9,29,0.0042142857142857,-0.0006241428571428,0.0118313285714285,-0.1512857142857142,0.0714,0.0912714285714285,0.1025428571428571,0.0718428571428571,0.2814285714285715,0.4157142857142857,-0.0219428571428571,0.0002399999999999,-0.0309771428571428,-0.1393,-0.1978571428571428,0.0997714285714286,0.1155,0.0246514285714285,-0.0364414285714285,0.0238392857142857,0.0255828571428571,-0.0197081428571428,0,0.1408571428571428,0.0907571428571428,0.0650857142857142,-0.0238857142857142,0.0327571428571428,0,0,0,,0.0163,,0.0,,0.375,0.0
9,30,0.0630571428571428,0.0976428571428571,0.0391142857142857,0.1840857142857143,0.2418571428571428,0.1391428571428571,0.2308571428571428,0.2395714285714286,0.3867142857142857,0.1992857142857143,-0.0474,0.2181428571428571,-0.071,0.1055714285714285,-0.1384285714285714,0.168,0.1376428571428571,0.0285428571428571,0.1355142857142857,0.007765636,0.0593,-0.1035568428571428,0,0.1124285714285714,0.0718285714285714,0.0224571428571428,-0.0095871428571428,0.01293,0,0,0,,,,,,1.03,0.0
9,31,-0.0371742857142857,-0.0644285714285714,-0.0954428571428571,-0.1677428571428571,-0.0419114285714285,-0.0033485714285714,-0.0025571428571428,0.0055199999999999,0.0013814285714285,0.1287714285714286,-0.0877714285714285,-0.0385371428571428,-0.0279714285714285,-0.0866,-0.1588571428571428,0.0008871428571428,-0.0013702857142857,-0.0443757142857142,-0.0149285714285714,-0.0422471428571428,-0.0476085714285714,-0.0304871428571428,0,0.1107142857142857,0.0904,0.0257142857142857,-0.0161142857142857,0.0224285714285714,0,0,0,0.0052814285714285,0.6741428571428573,,0.0,0.3167142857142857,1.7085714285714286,0.0
9,38,0.0201214285714285,0.0478785714285714,-0.0139357142857142,-0.0493857142857142,0.0618457142857142,0.0364571428571428,0.0749285714285714,0.0798,0.0567,0.2941428571428571,-0.0725571428571428,0.0670699999999999,-0.0153528571428571,0.0559885714285714,-0.0936,0.0803142857142857,0.0802428571428571,0.0228985714285714,0.0381571428571428,0.0365142857142857,0.0158214285714285,0.0071682857142857,0,0.0818285714285714,0.0332714285714285,0.0328571428571428,-0.00714,0.0112,0,0,0,,,,,,,0.0
9,46,-0.0532,0.0663285714285714,-0.0310014285714285,-0.0622671428571428,0.0436157142857142,-0.0167385714285714,0.0077657142857142,0.0562857142857142,0.1119527142857142,0.0112857142857142,0.0159428571428571,-0.0803,-0.1152,0.0168657142857142,-0.2232857142857142,-0.0150455714285714,-0.0477057142857142,-0.0289628571428571,-0.1615,-0.0543,-0.0009572285714285,-0.0916857142857142,0,0.0980428571428571,0.1227142857142857,0.0259285714285714,-0.0110157142857142,0.0165142857142857,0,0,0,,,,,,,
9,48,0.0003337142857142,-0.0444428571428571,-0.0288,-0.0876142857142857,-0.0194285714285714,0.0175857142857142,0.0721857142857143,0.1307714285714285,0.0087442857142857,0.0999714285714285,-0.0228871428571428,0.0153834285714285,-0.0282985714285714,-0.0120957142857142,-0.1118571428571428,0.0568,0.0215142857142857,0.0001104285714285,-0.0163154285714285,-0.0128385714285714,0.0103028571428571,0.0069128571428571,0,0.0961857142857142,0.0740714285714285,0.0267285714285714,-0.0157142857142857,0.0214428571428571,0,0,0,0.0023229999999999,0.0402714285714285,,0.0,1.544575,1.5451,0.0042214285714285
9,49,0.0066408571428571,-0.1081142857142857,-0.0555285714285714,-0.1134857142857142,-0.0919857142857143,0.0349999999999999,0.1389999999999999,0.2765714285714286,-0.0215371428571428,0.2854285714285714,-0.1153428571428571,-0.0174571428571428,0.0002985714285714,0.0536428571428571,-0.1517142857142857,0.0912857142857142,0.0213599999999999,0.0110457142857142,-0.0732428571428571,-0.0083785714285714,0.0202742857142857,0.0175657142857142,0,0.0781571428571428,0.1361428571428571,0.0220285714285714,-0.0081614285714285,0.0093171428571428,0,0,0,0.0025457142857142,0.0350142857142857,,0.0,,0.499,
9,56,-0.0143921428571428,-0.1250571428571428,-0.0459714285714285,0.0169328571428571,-0.0778914285714285,0.0084085714285714,-0.0084171428571428,0.0010757142857142,-0.0100271428571428,0.0765528571428571,-0.0195,-0.0267,0.0307615428571428,-0.1133,-0.0706199999999999,-0.0090085714285714,-0.0158511428571428,-0.0218344285714285,0.0469,-0.0102128571428571,-0.0306471428571428,0.0073442857142857,0,0.0808142857142857,0.1014285714285714,0.0269142857142857,-0.0065285714285714,0.0065447142857142,0,0,0,,,,,0.1531666666666666,0.3951428571428571,0.0
10,5,0.0471057142857142,-0.0646428571428571,-0.0684371428571428,-0.2093457142857142,0.0274042857142857,0.0466285714285714,0.1916285714285714,0.3397142857142857,0.0790234285714285,0.1709,0.1776,0.0269214285714285,0.0119918571428571,0.0826,-0.2442857142857142,0.1464142857142857,0.0040857142857142,0.0643714285714285,0.0274571428571428,0.0759428571428571,0.0427114285714285,0.1966428571428571,0,0.1106571428571428,0.1298142857142857,0.0230585714285714,-0.0053142857142857,0.0071671428571428,0,0,0,0.1179333333333333,0.123775,,0.0,0.1115428571428571,0.4094285714285714,0.024825
10,16,0.0456142857142857,-0.1477428571428571,-0.0651142857142857,-0.1741428571428571,-0.0699857142857142,0.0745714285714285,0.1595099999999999,0.3624285714285714,-0.0641571428571428,0.0584999999999999,-0.0270714285714285,0.0512928571428571,0.0223971428571428,0.0333365714285714,-0.0780857142857142,0.1261571428571428,0.021,0.0451714285714285,0.0628,0.0463871428571428,0.0423428571428571,-0.0107014285714285,0,0.0834714285714285,0.1508571428571428,0.0279671428571428,-0.0098157142857142,0.0111828571428571,0,0,0,0.2239999999999999,0.112,,0.0,0.5874285714285714,2.6028571428571428,0.0
10,19,-0.0277871428571428,-0.0848128571428571,-0.1274857142857142,-0.2052857142857142,-0.0446228571428571,-0.0353828571428571,0.1595857142857142,0.3015714285714286,0.0285857142857142,0.0349714285714285,-0.0813428571428571,-0.0532142857142857,-0.0022271428571428,-0.0153898571428571,-0.2615714285714285,0.0682,-0.0284714285714285,-0.0116385714285714,-0.03039,-0.0367714285714285,0.00867,-0.0514142857142857,0,0.0732714285714285,0.1907142857142857,0.0306,-0.01,0.0147471428571428,0,0,0,0.11715,0.2777285714285714,,0.0,0.2484285714285714,1.0425714285714285,0.0523942857142857
10,20,-0.0131992857142857,-0.168,-0.1125857142857142,-0.2458571428571428,-0.0470571428571428,0.0225614285714285,0.1320571428571428,0.2522857142857143,0.0391571428571428,0.189,0.1098142857142857,0.0260714285714285,0.0415028571428571,-0.0208285714285714,-0.2922857142857142,0.0911,0.0171881428571428,-0.0044399999999999,-0.0247371428571428,-0.0083585714285714,0.0007461428571428,-0.0142857142857142,0,0.0958428571428571,0.0973428571428571,0.0061228571428571,-0.0093814285714285,0.0113999999999999,0,0,0,0.0129142857142857,0.0551285714285714,0.0,0.0043185714285714,0.2489285714285714,0.7252857142857143,0.0021014285714285
10,22,-0.0013237142857142,-0.1261857142857143,-0.0920571428571428,-0.1941999999999999,0.0092728571428571,0.0156257142857142,0.1779142857142857,0.2674428571428571,0.1364714285714285,0.0293828571428571,-0.0058571428571428,-0.0394714285714285,0.0025571428571428,0.013534,-0.1999999999999999,0.1081714285714285,0.0180542857142857,-0.0059784285714285,0.0137915714285714,0.0084285714285714,-0.0211242857142857,-0.0328714285714285,0,0.0981142857142857,0.1345,0.0149014285714285,-0.0075428571428571,0.0107357142857142,0,0,0,0.16904,0.2084666666666666,,0.0005983333333333,0.2441333333333333,0.3748142857142857,0.0751842857142857
10,29,0.0229642857142857,-0.1348428571428571,-0.1304,-0.2834285714285714,0.08104,0.0208142857142857,0.2324285714285714,0.3495714285714286,0.2405857142857142,0.2275714285714285,0.2205257142857143,0.0415242857142857,0.0196471428571428,-0.1234428571428571,-0.2312857142857142,0.1372428571428571,0.0508571428571428,0.0278157142857142,0.0127328571428571,0.0434142857142857,0.0145714285714285,0.0176428571428571,0,0.1142857142857143,0.1268285714285714,0.0459142857142857,-0.0104057142857142,0.0138157142857142,0,0,0,0.00296,0.0206714285714285,,0.0,0.1414285714285714,0.6488571428571428,0.0003328571428571
10,30,0.0181742857142857,-0.1378414285714286,-0.1278857142857143,-0.2621428571428571,0.0103142857142857,0.021611,0.2938571428571429,0.4348571428571428,0.1260285714285714,-0.0472428571428571,-0.099,0.1204285714285714,0.0268271428571428,-0.0413142857142857,-0.1912857142857142,0.1390714285714285,0.0197757142857142,0.0036961571428571,0.0532285714285714,-0.0167585714285714,0.0346442857142857,-0.3011428571428571,0,0.0712271428571428,0.0943142857142857,0.0083685714285714,-0.0024471428571428,0.0013914285714285,0,0,0,0.187,0.421,,0.0,0.4014285714285715,1.667142857142857,0.0019142857142857
10,31,-0.0058057142857142,-0.1252,-0.1140714285714285,-0.2101428571428571,-0.0644857142857142,-0.002399,0.1742714285714285,0.2797142857142857,8.28571428571427e-05,0.0411142857142857,-0.0294699999999999,-0.0243,-0.0369785714285714,-0.0263614285714285,-0.2254285714285714,0.1130428571428571,0.0017585714285714,0.0014542857142857,-0.0080914285714285,0.0132114285714285,-0.01703,-0.0198628571428571,0,0.06512,0.1169714285714285,-0.02367,0.0034714285714285,-0.0028201428571428,0,0,0,0.0622857142857142,0.8688571428571429,,0.0,0.7027142857142857,5.214285714285714,0.0
10,38,0.0363,0.0057141428571428,-0.0128857142857142,-0.2515714285714286,0.0361414285714285,0.0640714285714285,0.1501857142857142,0.2037142857142857,0.0690571428571428,0.3501428571428571,-0.0798571428571428,0.0163142857142857,-0.0065585714285714,0.1549714285714285,-0.1443857142857142,0.1405714285714285,0.0931142857142857,0.0384428571428571,0.0349714285714285,0.052,0.0316685714285714,0.0304571428571428,0,0.0692,0.0720428571428571,0.0224528571428571,-0.0016299999999999,0.0030942857142857,0,0,0,0.0,0.131,,0.0,0.8225,1.6758,0.0026714285714285
10,46,0.0070528571428571,0.0521571428571428,-0.0921521428571428,-0.1674285714285714,0.1080028571428571,-0.0141214285714285,0.1314571428571428,0.3204285714285714,0.0380971428571428,0.0174285714285714,0.2426142857142857,-0.0440528571428571,0.0305714285714285,0.1396428571428571,-0.2338571428571428,0.0855571428571428,-0.0174785714285714,0.0222299999999999,-0.0387557142857142,-0.0100428571428571,0.0621857142857142,-0.0043399999999999,0,0.0710157142857142,0.1662857142857143,0.0071414285714285,-0.0014328571428571,0.0023614285714285,0,0,0,0.19325,0.7642,0.0,0.113,1.895,2.87,
10,48,0.01158,-0.1134285714285714,-0.0858142857142857,-0.1759,-0.0331514285714285,0.01721,0.2011285714285714,0.3532857142857142,0.0528285714285714,0.0593714285714285,-0.0089814285714285,-0.0004285714285714,0.0084785714285714,0.0741,-0.1868571428571428,0.1312857142857143,0.0318471428571428,0.0157901428571428,0.0076,0.0089142857142857,0.0211257142857142,0.0081071428571428,0,0.0702142857142857,0.1028857142857142,-0.0463085714285714,0.0036742857142857,-0.0027714285714285,0,0,0,0.0126514285714285,0.0873714285714285,,0.0,1.1098571428571429,7.082857142857143,0.2299428571428571
10,49,0.0482428571428571,-0.1122714285714285,-0.0833999999999999,-0.253,-0.1047142857142857,0.0162385714285714,0.3021428571428571,0.6454285714285716,-0.1610571428571428,0.1523142857142857,-0.0353385714285714,0.0177,-0.0080528571428571,0.0710142857142857,-0.1608571428571428,0.1666857142857142,-0.0058485714285714,0.0378271428571428,-0.0310428571428571,0.04738,0.0334942857142857,0.0771,0,0.0659285714285714,0.1994285714285714,0.0057071428571428,-0.0020342857142857,0.0021728571428571,0,0,0,0.0248171428571428,0.1134142857142857,,0.0,0.6934285714285714,1.7015714285714283,0.0312
10,56,0.0223615714285714,-0.1225,-0.0761,-0.2242857142857143,-0.0283714285714285,0.0291857142857142,0.1446428571428571,0.1910142857142857,0.0458271428571428,0.1567,0.3326428571428571,0.0158285714285714,0.03341,0.0364471428571428,-0.1099857142857142,0.0947857142857142,0.0295171428571428,0.0205685714285714,0.1179142857142857,0.0344532857142857,0.0108171428571428,-0.0039342857142857,0,0.0749,0.1605714285714286,0.0204,-0.0052942857142857,0.0066957142857142,0,0,0,0.0671333333333333,0.2195,,0.0,1.3889999999999998,4.169,0.0
11,5,-0.0723571428571428,-0.4525714285714285,-0.4185714285714285,-0.5865714285714285,-0.1564357142857142,0.0371285714285714,0.211,0.4328571428571428,-0.0443885714285714,-0.0575757142857142,-0.0533857142857142,-0.2131428571428571,-0.0663571428571428,0.0827,-0.4462857142857142,0.1461428571428571,-0.0625428571428571,-0.0716542857142857,-0.0815571428571428,-0.0785,-0.0653147142857143,0.0867857142857142,0,-0.0767585714285714,0.1299285714285714,-0.1182428571428571,0.0561285714285714,-0.0697428571428571,0,0,0,0.2501428571428571,0.7658571428571429,,0.0,1.393857142857143,5.014285714285714,0.0835857142857142
11,16,-0.0316828571428571,-0.3868571428571429,-0.2868571428571428,-0.5241428571428571,-0.217,0.0368428571428571,0.3187142857142856,0.5147142857142858,0.2091428571428571,0.0840714285714285,-0.2231528571428571,-0.0175714285714285,-0.0718428571428571,0.1657142857142857,-0.25,0.2091428571428571,0.0735814285714285,-0.0413714285714285,0.0224142857142857,-0.0410285714285714,-0.0428585714285714,-0.0274671428571428,0,-0.0475671428571428,0.2162857142857142,-0.1130142857142857,0.04283,-0.0531571428571428,0,0,0,0.1645142857142857,0.4625714285714285,,0.0,3.07,14.224285714285712,0.0573571428571428
